book_title,book_author,book_translator,book_pub_date,book_isbn
토크노믹스 : 블록체인이 가져올 차세대 비즈니스 경제학,"숀 오 , 토머스 파워 ",박재호 ,2019-07-30,9791162242070
글로벌 소프트웨어를 꿈꾸다,김익환 ,,2010-09-28,9788979147452
이것이 안드로이드다 with 코틀린,고돈호 ,,2020-04-25,9791162242971
만들면서 배우는 픽셀 아트,김윤정 ,,2020-10-05,9791162243459
처음 배우는 딥러닝 챗봇,조경래 ,,2020-11-01,9791162243541
소프트웨어 세계화: 세계에서 통하는 소프트웨어를 만드는 방법 A to Z,박미라(Mira Park) ,,2016-03-28,9788968482663
안전한 인공지능 시스템을 위한 심층 신경망 강화,케이티 워 ,김영하 ,2020-12-01,9791162243534
이것이 취업을 위한 코딩 테스트다 with 파이썬,나동빈 ,,2020-08-05,9791162243077
스파크 완벽 가이드,"빌 체임버스 Bill Chambers , 마테이 자하리아 Mate Zaharia ","우성한 , 이영호 , 강재원 ",2018-12-10,9791162241288
게임 엔진 블랙 북 : 울펜슈타인 3D,파비앙 상글라르 ,박재호 ,2020-10-30,9791162243299
처음부터 제대로 배우는 라라벨,맷 스타우퍼 ,"이현석 , 안정수 ",2020-12-04,9791162243688
밑바닥부터 시작하는 비트코인,송재준(Jimmy Song) ,류정필 ,2019-11-01,9791162242230
알쏭달쏭 C 언어 180제,"시바타 보요 , 유리 가오루 ",안동현 ,2019-12-01,9791162242438
그로킹 딥러닝 : 알기 쉬운 비유와 기초 수학으로 시작하는,앤드루 트라스크 ,박상현 ,2019-12-01,9791162242285
처음 만나는 Vulkan,파르민더 싱 ,이환용 ,2017-11-01,9791162240151
자바스크립트 프로젝트북,권대용 ,,2017-08-01,9788968483400
만들면서 배우는 스파인 2D 게임 애니메이션,이동연 ,,2017-02-01,9788968484629
러스트 핵심 노트,이보 발바르트 ,옥찬호 ,2017-02-14,9788968488429
"좋은 선택, 나쁜 선택",최희탁 ,,2019-02-01,9791162241400
이것이 오라클이다,우재남 ,,2018-03-02,9791162240489
"펭귄브로의 3분 딥러닝, 파이토치맛","김건우 , 염상준 ",,2019-11-01,9791162242278
C++ 최적화 : 최고 성능을 구현하는 10가지 검증된 기법,커트 건서로스 ,옥찬호 ,2019-07-05,9791162241981
RxJS 프로그래밍: 75가지 핵심 문법과 예제로 익히는 RxJS 기초,"이종욱 , 안재하 ",,2018-09-10,9791162240533
아두이노와 환경모니터링 : 직접 만든 아두이노 기기로 환경 지키기,"패트릭 디 저스토 , 에밀리 거츠 ",이영수 ,2013-06-26,9788968486388
이론과 실전으로 배우는 게임 시나리오,이진희 ,,2018-12-01,9791162241295
Accelerated C++,"앤드루 쾨니히(Andrew Koenig) , 바버라 E. 무 ",류태호 ,2018-11-05,9791162241301
웹 사이트 최적화를 위한 밴디트 알고리즘,존 마일즈 화이트 ,김학민 ,2014-05-02,9788968486609
2D 벡터 그래픽스 API 표준 OpenVG 프로그래밍(3판),이환용 ,,2018-04-25,9791162249680
자바 데이터베이스 API를 위한 스프링 데이터 핵심 노트,마드후수단 콘다 ,송지연 ,2013-07-22,9788968486371
R 병렬 프로그래밍 : 빅데이터 분석을 위한 R 멀티코어 병렬 처리,"Q. 에덴 맥컬럼 , 스테판 웨스턴 ",이영수 ,2013-06-28,9788968486364
자바 개발자를 위한 Vert.x 애플리케이션 개발,이연복 ,,2015-02-05,9788968487286
실무 예제로 배우는 Elasticsearch 검색엔진(활용편),정호욱 ,,2015-03-09,9788968487422
모던 C++ : C++14의 핵심 기능을 중심으로,최흥배 ,,2015-03-31,9788968487460
웹 프로그래머를 위한 서블릿 컨테이너의 이해,최희탁 ,,2012-09-28,9788979149685
모바일/웹 메시징: STOMP와 MQTT로 개발하는 IoT 모바일/웹 애플리케이션,제프 메스닐(Jeff Mesnil) ,조건희 ,2015-02-27,9788968487415
처음 시작하는 임팔라 : SQL로 하둡을 다루는 가장 쉬운 방법,존 러셀 ,양원국 ,2015-04-21,9788968487262
URL Shortener 프로젝트로 배우는 Vert.X 프레임워크,김요한 ,,2015-04-10,9788968487446
"BACK TO THE BASIC, JAVA 핵심 요약 노트 : 빠르게 훑어보는 자바 프로그래밍",김흥래 ,,2013-03-27,9788968486098
성당과 시장 : 우연한 혁명으로 일어난 리눅스와 오픈소스에 대한 생각,에릭 레이먼드 ,"정직한 , 송창훈 , 윤종민 ",2013-12-30,9788968486562
JavaScript Promise,azu ,주우영 ,2015-01-28,9788968487293
MariaDB 실전 활용 노하우 : 카카오 실무자가 알려주는 마리아DB 활용 노하우,성동찬 ,,2014-01-29,9788968486883
실무 예제로 배우는 Elasticsearch 검색엔진(기본편),정호욱 ,,2014-03-25,9788968486913
Xen으로 배우는 가상화 기술의 이해 - I/O 가상화,"문대혁 , 이상철 , 박은병 , 김태훈 ",,2013-03-29,9788968486067
Thinking about C/C++ : 프로그래머가 몰랐던 프로그램의 동작 원리(프로그램 개발편),박수현 ,,2014-03-27,9788968486937
스프링을 이용한 RESTful 웹 서비스 구축하기 : 실전 예제로 배우는 REST 방식의 스프링 웹 서비스,김강우 ,,2014-02-27,9788968486890
Thinking About: C++ STL 프로그래밍,최흥배 ,,2012-12-21,9788979149937
"개발자, 나를 말하다 : 게임, 모바일, 웹, 시스템, DB 개발자의 진솔한 이야기",용영환 ,,2014-01-27,9788968486593
Boost.Asio를 이용한 네트워크 프로그래밍,최흥배 ,,2013-06-04,9788968486111
오픈 소스 : 오픈 소스 혁명의 목소리 Vol 1,"에릭 스티븐 레이먼드 , 리처드 스톨먼 , 팀 오라일리 , 리누스 토르발스 ","최준호 , 이만용 , 이기동 ",2013-07-31,9788968486449
iOS 빌드와 릴리스 - 환경 설정,론 로슈 ,이연진 ,2013-08-22,9788968486401
TDD에 대한 오해와 진실 TDD 이야기 : 당신이 TDD에 실패한 이유,"신정호 , 박상오 , 이규일 , 전우균 , 조건희 ",,2013-11-18,9788968486524
Redis 운영 관리 : Redis를 실무에 사용하기 전에 꼭 알아야 하는 실전 전략,강대명 ,,2013-08-30,9788968486470
Thinking about C/C++ : 프로그래머가 몰랐던 프로그램의 동작 원리(프로그램 생성편),박수현 ,,2014-04-24,9788968486951
iOS 빌드와 릴리스 - 빌드 자동화와 배포,론 로슈 ,이연진 ,2013-10-02,9788968486463
Thinking about C/C++ : 프로그래머가 몰랐던 프로그램의 동작 원리(프로그램 실행 환경편),박수현 ,,2014-05-15,9788968487118
반응형 웹 개발을 위한 부트스트랩,제이크 스퍼록 ,송지연 ,2014-05-07,9788968486555
생생 IT 토크 : 프로그래머들의 클라우드 이야기,"강대명 , 박민우 , 박현우 , 진성주 ",,2014-03-31,9788968486920
Xen으로 배우는 가상화 기술의 이해 - 메모리 가상화,"박은병 , 이상철 , 문대혁 , 김태훈 ",,2013-03-15,9788968486050
Xen으로 배우는 가상화 기술의 이해 - CPU 가상화,"박은병 , 이상철 , 문대혁 , 김태훈 ",,2013-02-25,9788968486043
"BACK TO THE BASIC, 뿌리부터 이해하는 C 언어 Vol 1","이희정 , 이승미 ",,2014-04-30,9788968486906
만들면서 배우는 Cocos2d-x 멀티 플랫폼 게임 프로그래밍(퍼즐 & 슈팅),노재현 ,,2013-10-26,9788968480447
오픈 소스 : 오픈 소스 혁명의 목소리 Vol 2,"에릭 스티븐 레이먼드 , 리처드 스톨먼 , 팀 오라일리 , 리누스 토발즈 ","송창훈 , 이기동 , 이만용 ",2013-09-06,9788968486456
"루아 프로그래밍 가이드 : WOW, 앵그리버드에서 사용한 쉽고 빠른 스크립트 언어",Lua.org ,권상구 ,2013-11-14,9788968486517
반짝반짝 바느질 회로 만들기: 전기가 통하는 실로 만드는 Tech D.I.Y 융합인재교육 STEAM,이지선 ,,2014-05-28,9788960558366
개발 프로세스 향상과 코드의 질을 높이는 Android Developer Tools 필수 가이드(심화편),마이크 울프선 ,이성주 ,2014-06-03,9788968487149
"BACK TO THE BASIC, 뿌리부터 이해하는 C 언어 Vol 2","이희정 , 이승미 ",,2014-05-30,9788968487156
대용량 서버 구축을 위한 Memcached와 Redis,강대명 ,,2012-07-16,9788979149425
Thinking About : CPU 최적화 프로그래밍 노트(심화편),김안석 ,,2014-06-30,9788968486678
Thinking About C++11 STL 프로그래밍(개정2판),최흥배 ,,2014-06-12,9788968486623
Thinking About : C++11 STL 프로그래밍,최흥배 ,,2013-10-31,9788968486500
"BACK TO THE BASIC, C++11 핵심 노트: 핵심 주제 12가지로 배우는 C++11",이주한 ,,2013-11-29,9788968486531
jQuery Deferreds : 디퍼드 제대로 이해하기,"니콜라스 톨러베이 , 테리 존슨(Terry Jones) ",조건희 ,2014-09-05,9788968487217
Thinking About : CPU 최적화 프로그래밍 노트(명령어 정리편),김안석 ,,2014-06-30,9788968486685
자바와 암호화 : JCA를 이용한 암호화 구현하기,김강우 ,,2014-09-23,9788968486715
자바 8 람다 : 자바 개발자를 위한 함수형 프로그래밍,리처드 워버튼 ,이희정 ,2014-09-30,9788968486739
멀티스레드를 위한 자바스크립트 프로그래밍 웹 워커,아이두 그린 ,김보경 ,2012-11-23,9788979149784
개발 프로세스 향상과 코드의 질을 높이는  Android Developer Tools 필수 가이드(기본편),마이크 울프선 ,이성주 ,2014-05-30,9788968487132
Thinking About : CPU 최적화 프로그래밍 노트(기초편),김안석 ,,2014-06-30,9788968486661
자바스크립트와 SVG로 쉽게 만드는 웹 기반 데이터 비주얼라이제이션 D3,마이크 드워 ,양성일 ,2012-11-16,9788979149777
안전한 API 인증과 권한 부여를 위한 클라이언트 프로그래밍 OAuth 2.0,라이언 보이드 ,이정림 ,2013-01-25,9788979149944
일관성 있는 웹 서비스 인터페이스 설계를 위한 REST API 디자인 규칙,마크 마세 ,"권원상 , 김관래 ",2012-10-18,9788979149456
Code Simplicity : 소프트웨어 생명 연장을 위한 원칙,맥스 카넷-알렉산더 ,신정안 ,2012-12-03,9788979149913
스마트폰과 태블릿 호환을 위한 안드로이드 앱 프로그래밍,고강태 ,,2012-07-16,9788979149432
빈과 컨테이너 중심으로 빠르게 배우는 스프링 핵심 노트,마드후수단 콘다 ,송지연 ,2013-05-10,9788968486104
EAI 패턴과 메시징 시스템 개발을 위한 스프링 인티그레이션 핵심 노트,마드후수단 콘다 ,송지연 ,2013-05-28,9788968486128
MySQL 퍼포먼스 최적화 : 실무 예제로 다가가는 MySQL 쿼리 작성,성동찬 ,,2013-03-29,9788968486029
JSP 바이블 STEP 01 : JSP 시작과 개발환경 구축,조효은 ,,2013-02-28,9788968486012
윈도우 런타임을 이용한 실전 앱 개발 Windows 8 앱 개발 가이드,벤 듀이 ,이원영 ,2013-02-27,9788979143706
일주일 만에 끝내는 하이버네이트,마드후수단 콘다 ,송기용 ,2014-11-05,9788968487224
자바스크립트로 시작하는 Vert.x,김대희 ,,2014-07-24,9788968486722
"레거시 코드를 클린 코드로 누구나 쉽게, 리팩토링","정승욱 , 김태환 , 박승규 , 신정호 , 이규일 ",,2014-11-18,9788968486746
프로젝트 성공을 위한 갑과 을의 상생협력 : 21명의 현직 전문가가 전하는 생생한 성공 노하우,이재용 ,,2012-07-16,9788979149449
Apache JMeter : 오픈소스로 대용량 웹 성능 테스트하기,장재만 ,,2015-01-16,9788968487231
빅데이터 윤리 : 윤리적인 빅데이터 사용을 위한 정책 가이드,코드 데이비스 ,강석주 ,2013-03-11,9788979143690
처음 시작하는 NFC 프로그래밍 : 안드로이드에서 개발하기,"브라이언 젭슨 , 돈 콜먼 , 톰 이고 ",이희정 ,2014-12-30,9788968487248
"가상현실 이론부터 모바일, PC, 웹 개발까지 VR 첫걸음",토니 파리시 ,안명욱 ,2017-04-07,9788968488481
데이터/수치 분석을 위한 파이썬 라이브러리 SciPy와 NumPy,엘리 브레설트 ,이성주 ,2013-05-29,9788968486135
POCO를 이용한 C++ 네트워크 프로그래밍,최흥배 ,,2017-04-28,9788968488498
만들면서 배우는 유니티 VR 게임 개발,"김광일 , 김도윤 ",,2017-11-10,9791162240199
"처음 시작하는 NFC 프로그래밍 : 아두이노, 라즈베리 파이에서 개발하기","브라이언 젭슨 , 돈 콜먼 , 톰 이고 ",이희정 ,2015-01-12,9788968487255
최대 성능을 위한 유니티 5 게임 프로그래밍 최적화,크리스 디킨슨 ,"유건곤 , 최종우 ",2017-06-30,9788968488504
인공지능 콘텐츠 혁명,고찬수 ,,2018-06-01,9791162240786
파이토치 첫걸음,최건호 ,,2019-06-07,9791162241899
기계는 어떻게 생각하고 학습하는가,"뉴 사이언티스트 , 닉 보스트롬 , 넬로 크리스티아니니 , 존 그레이엄-커밍 , 피터 노빅 , 앤더스 샌드버그 , 토비 월시 ",김정민 ,2018-12-05,9791162241387
더 나은 세상을 위한 소프트 디지털,최장현 ,,2019-03-20,9791162249147
알고리즘이 욕망하는 것들,에드 핀 ,이로운 ,2019-03-29,9791162241660
게임으로 익히는 코딩 알고리즘,김영기 ,,2019-05-06,9791162241615
사이버 보안 전략,김홍근 ,,2019-04-30,9791162248751
이렇게 쉬운 통계학,혼마루 료 ,안동현 ,2019-03-10,9791162241509
이것이 Windows Server다,우재남 ,,2017-07-01,9788968488610
실습과 그림으로 배우는 리눅스 구조,다케우치 사토루 ,신준희 ,2019-02-20,9791162241523
당신의 프로그래밍에 디버깅 더하기 : Visual C++ 디버깅 기초에서 고급까지,최흥배 ,,2014-11-21,9788968486586
이것이 MariaDB다,우재남 ,,2019-04-01,9791162241622
D3.js 인 액션,일리야 미크스 ,강석주 ,2016-07-01,9788968482915
HTTPS 무료 사용을 위한 Let’s Encrypt 사용자 가이드,시큐리티플러스 ,,2016-08-31,9788968488405
처음부터 다시 배우는 웹 기획,"정재용 , 최준호 , 조영수 ",,2016-07-15,9788968482991
Spring MVC 4 익히기,지오프로이 워렌 ,김지헌 ,2016-08-24,9788968488283
유니티로 게임을 만드는 10가지 방법,가토 마사키 ,고승희 ,2017-02-01,9788968484643
창업의 과학,다도코로 마사유키 ,이자영 ,2019-12-09,9791162242421
이것이 Fedora 리눅스다,우재남 ,,2019-01-02,9791162241394
Nature of Code: 자연계 법칙을 디지털 세계로 옮기는 컴퓨터 프로그래밍 전략,다니엘 쉬프만 ,윤인성 ,2015-04-27,9788968481901
KT ucloud biz를 활용한 서비스별 클라우드 구축 가이드,"김인정 , 김경화 ",,2015-06-30,9788968487682
"팀 개발을 위한 Git, GitHub 시작하기","정호영 , 진유림 ",,2020-01-06,9791162242032
쿠버네티스를 활용한 클라우드 네이티브 데브옵스,"존 어런들 , 저스틴 도밍거스 ",최경현 ,2019-12-06,9791162242445
엔터프라이즈 빌드 자동화를 위한 Gradle,윤석진 ,,2015-06-19,9788968487651
고객이 보이는 구글 애널리틱스(2판),문준영 ,,2020-02-01,9791162242728
게임스토밍,"데이브 그레이 , 서니 브라운 , 제임스 매카누포 ","정진호 , 강유선 ",2016-07-01,9788968482953
핀테크 세상을 열다 : 30편의 카툰으로 만나는 핀테크 이야기,"김동우 , 김진영(로아컨설팅) ",,2015-12-05,9788968482458
1000개 숨은그림찾기 몬스터 : 찾아도 찾아도 끝판왕,김확실 ,,2021-11-02,9791162244807
타이젠으로 웨어러블 앱 개발하기,서영진 ,,2015-06-26,9788968487644
비전공자를 위한 자바 프로그래밍,강희은 ,,2016-02-26,9788968488009
Apache CloudStack : 클라우드 컴퓨팅을 관통하는 클라우드스택의 60가지 제안,세바스찬 고아스구엔 ,최민석 ,2015-09-30,9788968487767
안드로이드 애플리케이션의 성능 개선을 위한 스레드 관리,송무찬 ,,2015-05-14,9788968487477
개발자를 위한 하룻밤에 읽는 Go 언어 이야기,신제용 ,,2015-11-16,9788968487903
유니티 5로 구현하는 안드로이드 게임 개발,발레라 코것 ,최민석 ,2015-12-30,9788968487958
C++로 시작하는 언리얼 4 게임 프로그래밍,윌리엄 쉐리프 ,구진수 ,2016-05-11,9788968488016
쏙쏙 한글 깨치기 2단계 세트(받침 있는 글자),"한빛학습연구회 , 윤선아 , 이탁근(그림) , 김미정(그림) , 전상아(그림) ",,2022-03-10,9791162245255
쏙쏙 한글 깨치기 2단계 말놀이 동시,"윤선아 , 이탁근(그림) ",,2022-03-10,9791162245217
실무자를 위한 C++ AMP 핵심 노트,기창서 ,,2016-01-22,9788968487972
1학년 바른 글씨,"김은정 , 김서연(그림) ",,2022-01-20,9791162244951
1학년 한글 떼기,"하유정 , 김희선(그림) ",,2022-01-05,9791162244968
머신러닝을 이용한 알고리즘 트레이딩 시스템 개발,"안명호 , 류미현 ",,2016-04-27,9788968488030
쏙쏙 한글 깨치기 1단계 세트(받침 없는 글자),"한빛학습연구회 , 강정연 , 김유진(그림) , 최은서(그림) , 전상아(그림) ",,2022-03-10,9791162245248
쏙쏙 한글 깨치기 2단계 만들기∙쓰기,"한빛학습연구회 , 전상아(그림) ",,2022-03-10,9791162245231
쏙쏙 한글 깨치기 2단계 듣기∙읽기,"한빛학습연구회 , 김미정(그림) ",,2022-03-10,9791162245224
똑똑한 두뇌 연습 : 300개 미로찾기,김정겸 ,,2022-04-30,9791162244883
처음 시작하는 Apache Mesos : 확장 가능하고 안정적인 클러스터 환경 구축하기,최규동 ,,2016-03-15,9788968487989
디스커버리 Go 언어,염재현 ,,2016-03-07,9788968482687
